
$PEDESTRIAN:NO;SIMSEC;SPEED;PEDTYPE;COORDFRONTX;COORDFRONTY;COORDFRONTZ;ORIENTATIONANGLE
1;0.20;0.00;100;66.603;-4.079;0.000;243.175
1;0.25;0.77;100;66.598;-4.088;0.000;243.175
1;0.30;1.10;100;66.556;-4.077;0.000;230.827
1;0.35;1.46;100;66.517;-4.066;0.000;220.762
1;0.40;1.78;100;66.481;-4.059;0.000;213.081
1;0.45;2.07;100;66.446;-4.056;0.000;207.644
1;0.50;2.32;100;66.412;-4.059;0.000;204.078
1;0.55;2.53;100;66.375;-4.061;0.000;200.538
1;0.60;2.71;100;66.338;-4.070;0.000;199.063
1;0.65;2.87;100;66.300;-4.080;0.000;198.263
1;0.70;3.01;100;66.259;-4.092;0.000;197.812
1;0.75;3.13;100;66.218;-4.105;0.000;197.530
1;0.80;3.24;100;66.175;-4.119;0.000;197.786
1;0.85;3.33;100;66.131;-4.134;0.000;197.891
1;0.90;3.42;100;66.086;-4.149;0.000;197.945
1;0.95;3.49;100;66.040;-4.164;0.000;197.981
1;1.00;3.55;100;65.994;-4.180;0.000;198.217
1;1.05;3.61;100;65.946;-4.197;0.000;198.354
1;1.10;3.62;100;65.896;-4.205;0.000;196.218
1;1.15;3.65;100;65.846;-4.215;0.000;195.031
1;1.20;3.67;100;65.796;-4.225;0.000;194.116
1;1.25;3.69;100;65.746;-4.235;0.000;193.341
1;1.30;3.71;100;65.695;-4.244;0.000;192.622
1;1.35;3.73;100;65.644;-4.254;0.000;192.013
1;1.40;3.75;100;65.593;-4.263;0.000;191.485
1;1.45;3.76;100;65.541;-4.271;0.000;190.966
1;1.50;3.77;100;65.490;-4.280;0.000;190.533
1;1.55;3.78;100;65.438;-4.288;0.000;190.159
1;1.60;3.83;100;65.385;-4.295;0.000;189.681
1;1.65;3.86;100;65.332;-4.303;0.000;189.311
1;1.70;3.89;100;65.278;-4.311;0.000;188.995
1;1.75;3.91;100;65.224;-4.313;0.000;187.400
1;1.80;3.92;100;65.169;-4.317;0.000;186.451
1;1.85;3.94;100;65.115;-4.320;0.000;185.648
1;1.90;3.95;100;65.060;-4.323;0.000;184.951
1;1.95;3.97;100;65.005;-4.325;0.000;184.347
1;2.00;3.98;100;64.949;-4.327;0.000;183.821
1;2.05;3.99;100;64.894;-4.329;0.000;183.364
1;2.10;4.00;100;64.838;-4.331;0.000;182.857
1;2.15;4.00;100;64.783;-4.332;0.000;182.445
1;2.20;4.01;100;64.727;-4.333;0.000;182.087
1;2.25;4.01;100;64.671;-4.334;0.000;181.775
1;2.30;4.02;100;64.616;-4.334;0.000;181.502
1;2.35;4.02;100;64.560;-4.335;0.000;181.265
1;2.40;4.03;100;64.504;-4.335;0.000;181.057
1;2.45;4.03;100;64.448;-4.336;0.000;180.875
1;2.50;4.03;100;64.392;-4.336;0.000;180.716
1;2.55;4.03;100;64.336;-4.336;0.000;180.577
1;2.60;4.04;100;64.280;-4.337;0.000;180.656
1;2.65;4.05;100;64.223;-4.338;0.000;180.670
1;2.70;4.05;100;64.167;-4.338;0.000;180.679
1;2.75;4.06;100;64.111;-4.339;0.000;180.686
1;2.80;4.06;100;64.054;-4.340;0.000;180.692
1;2.85;4.06;100;63.998;-4.341;0.000;180.698
1;2.90;4.07;100;63.941;-4.341;0.000;180.703
1;2.95;4.07;100;63.885;-4.342;0.000;180.707
1;3.00;4.07;100;63.828;-4.343;0.000;180.710
1;3.05;4.07;100;63.772;-4.344;0.000;180.714
1;3.10;4.07;100;63.715;-4.344;0.000;180.729
1;3.15;4.07;100;63.659;-4.345;0.000;180.739
1;3.20;4.07;100;63.602;-4.346;0.000;180.747
1;3.25;4.07;100;63.546;-4.347;0.000;180.754
1;3.30;4.07;100;63.489;-4.347;0.000;180.760
1;3.35;4.07;100;63.433;-4.348;0.000;180.766
2;3.35;0.00;200;-0.234;-4.598;0.000;198.714
1;3.40;4.07;100;63.376;-4.349;0.000;180.770
2;3.40;0.80;200;-0.245;-4.601;0.000;198.714
1;3.45;4.07;100;63.320;-4.350;0.000;180.775
2;3.45;0.39;200;-0.233;-4.618;0.000;205.909
1;3.50;4.07;100;63.263;-4.351;0.000;180.778
2;3.50;0.87;200;-0.205;-4.643;0.000;218.700
1;3.55;4.07;100;63.207;-4.351;0.000;180.781
2;3.55;1.29;200;-0.146;-4.677;0.000;242.078
1;3.60;4.08;100;63.150;-4.351;0.000;180.373
2;3.60;1.68;200;-0.043;-4.690;0.000;277.360
1;3.65;4.09;100;63.093;-4.350;0.000;180.130
2;3.65;2.02;200;0.057;-4.655;0.000;311.975
1;3.70;4.10;100;63.036;-4.349;0.000;179.925
2;3.70;2.31;200;0.122;-4.606;0.000;336.643
1;3.75;4.10;100;62.979;-4.349;0.000;179.747
2;3.75;2.57;200;0.167;-4.571;0.000;351.399
1;3.80;4.11;100;62.922;-4.348;0.000;179.591
2;3.80;2.79;200;0.208;-4.549;0.000;359.213
1;3.85;4.11;100;62.865;-4.347;0.000;179.455
2;3.85;2.99;200;0.249;-4.537;0.000;2.921
1;3.90;4.12;100;62.808;-4.346;0.000;179.336
2;3.90;3.16;200;0.292;-4.529;0.000;4.600
1;3.95;4.12;100;62.751;-4.345;0.000;179.232
2;3.95;3.31;200;0.338;-4.523;0.000;5.294
1;4.00;4.13;100;62.693;-4.343;0.000;179.141
2;4.00;3.45;200;0.386;-4.517;0.000;5.593
1;4.05;4.13;100;62.636;-4.342;0.000;179.062
2;4.05;3.56;200;0.435;-4.512;0.000;5.835
1;4.10;4.13;100;62.579;-4.342;0.000;179.293
2;4.10;3.60;200;0.484;-4.506;0.000;5.859
1;4.15;4.13;100;62.521;-4.342;0.000;179.412
2;4.15;3.65;200;0.535;-4.501;0.000;5.877
1;4.20;4.14;100;62.464;-4.342;0.000;179.511
2;4.20;3.69;200;0.586;-4.496;0.000;5.959
1;4.25;4.14;100;62.406;-4.342;0.000;179.598
2;4.25;3.73;200;0.637;-4.490;0.000;6.009
1;4.30;4.14;100;62.349;-4.342;0.000;179.673
2;4.30;3.77;200;0.689;-4.485;0.000;6.048
1;4.35;4.14;100;62.291;-4.342;0.000;179.740
2;4.35;3.80;200;0.742;-4.479;0.000;6.122
1;4.40;4.14;100;62.234;-4.342;0.000;179.797
2;4.40;3.82;200;0.794;-4.473;0.000;6.173
1;4.45;4.14;100;62.176;-4.342;0.000;179.848
2;4.45;3.85;200;0.848;-4.467;0.000;6.216
1;4.50;4.14;100;62.119;-4.342;0.000;179.892
2;4.50;3.87;200;0.901;-4.461;0.000;6.294
1;4.55;4.14;100;62.061;-4.342;0.000;179.930
2;4.55;3.89;200;0.955;-4.455;0.000;6.349
1;4.60;4.14;100;62.004;-4.341;0.000;179.784
2;4.60;3.94;200;1.009;-4.447;0.000;6.906
1;4.65;4.13;100;61.946;-4.340;0.000;179.704
2;4.65;3.98;200;1.063;-4.439;0.000;7.323
1;4.70;4.13;100;61.889;-4.340;0.000;179.638
2;4.70;4.01;200;1.119;-4.431;0.000;7.658
1;4.75;4.12;100;61.832;-4.339;0.000;179.580
2;4.75;4.04;200;1.174;-4.422;0.000;7.945
3;4.75;0.00;100;65.193;-3.875;0.000;346.733
1;4.80;4.12;100;61.774;-4.339;0.000;179.529
2;4.80;4.06;200;1.230;-4.414;0.000;8.237
3;4.80;0.88;100;65.205;-3.878;0.000;346.733
1;4.85;4.12;100;61.717;-4.338;0.000;179.484
2;4.85;4.08;200;1.286;-4.405;0.000;8.476
3;4.85;0.47;100;65.189;-3.911;0.000;335.897
1;4.90;4.11;100;61.660;-4.337;0.000;179.444
2;4.90;4.10;200;1.342;-4.397;0.000;8.280
3;4.90;0.95;100;65.150;-3.955;0.000;319.048
1;4.95;4.11;100;61.603;-4.337;0.000;179.410
2;4.95;4.12;200;1.399;-4.389;0.000;8.237
3;4.95;1.40;100;65.069;-4.004;0.000;292.522
1;5.00;4.11;100;61.546;-4.336;0.000;179.380
2;5.00;4.13;200;1.455;-4.380;0.000;8.208
3;5.00;1.80;100;64.952;-4.018;0.000;260.118
1;5.05;4.11;100;61.489;-4.335;0.000;179.353
2;5.05;4.14;200;1.512;-4.372;0.000;8.217
3;5.05;2.14;100;64.848;-3.989;0.000;231.590
1;5.10;4.11;100;61.432;-4.335;0.000;179.376
2;5.10;4.17;200;1.570;-4.366;0.000;7.413
3;5.10;2.45;100;64.776;-3.951;0.000;211.622
1;5.15;4.11;100;61.375;-4.334;0.000;179.383
2;5.15;4.19;200;1.628;-4.361;0.000;6.934
3;5.15;2.71;100;64.723;-3.924;0.000;199.445
1;5.20;4.11;100;61.318;-4.333;0.000;179.389
2;5.20;4.21;200;1.686;-4.355;0.000;6.568
3;5.20;2.94;100;64.677;-3.909;0.000;192.167
1;5.25;4.11;100;61.261;-4.333;0.000;179.394
2;5.25;4.22;200;1.744;-4.349;0.000;6.238
3;5.25;3.14;100;64.632;-3.903;0.000;188.472
1;5.30;4.11;100;61.204;-4.332;0.000;179.397
2;5.30;4.23;200;1.803;-4.344;0.000;5.991
3;5.30;3.32;100;64.585;-3.903;0.000;186.726
1;5.35;4.11;100;61.146;-4.332;0.000;179.401
2;5.35;4.24;200;1.862;-4.338;0.000;5.763
3;5.35;3.47;100;64.537;-3.906;0.000;185.928
1;5.40;4.11;100;61.089;-4.331;0.000;179.404
2;5.40;4.25;200;1.921;-4.333;0.000;5.563
3;5.40;3.61;100;64.487;-3.908;0.000;184.990
1;5.45;4.11;100;61.032;-4.330;0.000;179.407
2;5.45;4.26;200;1.980;-4.328;0.000;5.431
3;5.45;3.72;100;64.435;-3.910;0.000;184.454
1;5.50;4.11;100;60.975;-4.330;0.000;179.409
2;5.50;4.27;200;2.039;-4.323;0.000;5.302
3;5.50;3.82;100;64.382;-3.913;0.000;184.090
1;5.55;4.11;100;60.918;-4.329;0.000;179.411
2;5.55;4.28;200;2.098;-4.317;0.000;5.234
3;5.55;3.91;100;64.328;-3.915;0.000;183.542
1;5.60;4.10;100;60.861;-4.329;0.000;179.481
2;5.60;4.29;200;2.157;-4.310;0.000;5.643
3;5.60;3.99;100;64.272;-3.915;0.000;182.562
1;5.65;4.10;100;60.804;-4.329;0.000;179.524
2;5.65;4.30;200;2.216;-4.304;0.000;5.865
3;5.65;4.05;100;64.216;-3.914;0.000;181.795
1;5.70;4.10;100;60.747;-4.328;0.000;179.561
2;5.70;4.31;200;2.276;-4.297;0.000;6.100
3;5.70;4.11;100;64.159;-3.914;0.000;181.154
1;5.75;4.09;100;60.690;-4.328;0.000;179.592
2;5.75;4.31;200;2.335;-4.290;0.000;6.289
3;5.75;4.17;100;64.101;-3.912;0.000;180.605
1;5.80;4.09;100;60.634;-4.328;0.000;179.620
2;5.80;4.32;200;2.395;-4.283;0.000;6.504
3;5.80;4.21;100;64.042;-3.911;0.000;180.132
1;5.85;4.09;100;60.577;-4.327;0.000;179.645
2;5.85;4.32;200;2.454;-4.275;0.000;6.675
3;5.85;4.25;100;63.983;-3.910;0.000;179.723
1;5.90;4.08;100;60.520;-4.327;0.000;179.666
2;5.90;4.33;200;2.514;-4.268;0.000;6.823
3;5.90;4.29;100;63.924;-3.908;0.000;179.367
1;5.95;4.08;100;60.463;-4.327;0.000;179.684
2;5.95;4.33;200;2.574;-4.260;0.000;7.008
3;5.95;4.32;100;63.864;-3.906;0.000;179.058
1;6.00;4.08;100;60.407;-4.327;0.000;179.700
2;6.00;4.33;200;2.634;-4.255;0.000;6.339
3;6.00;4.34;100;63.803;-3.904;0.000;178.789
1;6.05;4.08;100;60.350;-4.326;0.000;179.715
2;6.05;4.34;200;2.694;-4.249;0.000;6.046
3;6.05;4.37;100;63.743;-3.901;0.000;178.554
1;6.10;4.08;100;60.293;-4.326;0.000;179.650
2;6.10;4.31;200;2.753;-4.245;0.000;5.517
3;6.10;4.34;100;63.683;-3.899;0.000;178.317
1;6.15;4.09;100;60.237;-4.325;0.000;179.615
2;6.15;4.30;200;2.813;-4.240;0.000;5.128
3;6.15;4.34;100;63.622;-3.896;0.000;178.116
1;6.20;4.09;100;60.180;-4.325;0.000;179.586
2;6.20;4.29;200;2.872;-4.236;0.000;4.818
3;6.20;4.33;100;63.562;-3.893;0.000;177.940
1;6.25;4.09;100;60.123;-4.324;0.000;179.560
2;6.25;4.28;200;2.932;-4.232;0.000;4.537
3;6.25;4.33;100;63.502;-3.890;0.000;177.785
1;6.30;4.09;100;60.066;-4.324;0.000;179.537
2;6.30;4.27;200;2.991;-4.228;0.000;4.319
3;6.30;4.32;100;63.442;-3.887;0.000;177.649
1;6.35;4.09;100;60.009;-4.323;0.000;179.517
2;6.35;4.26;200;3.050;-4.224;0.000;4.118
3;6.35;4.32;100;63.382;-3.884;0.000;177.529
1;6.40;4.09;100;59.953;-4.323;0.000;179.499
2;6.40;4.26;200;3.109;-4.220;0.000;3.941
3;6.40;4.32;100;63.323;-3.881;0.000;177.424
1;6.45;4.09;100;59.896;-4.322;0.000;179.484
2;6.45;4.25;200;3.168;-4.217;0.000;3.819
3;6.45;4.31;100;63.263;-3.878;0.000;177.331
1;6.50;4.10;100;59.839;-4.322;0.000;179.470
2;6.50;4.25;200;3.227;-4.213;0.000;3.701
3;6.50;4.31;100;63.203;-3.875;0.000;177.249
1;6.55;4.10;100;59.782;-4.321;0.000;179.459
2;6.55;4.24;200;3.286;-4.210;0.000;3.634
3;6.55;4.31;100;63.143;-3.871;0.000;177.177
1;6.60;4.09;100;59.725;-4.321;0.000;179.485
2;6.60;4.26;200;3.345;-4.206;0.000;3.598
3;6.60;4.33;100;63.083;-3.868;0.000;177.149
1;6.65;4.09;100;59.668;-4.320;0.000;179.497
2;6.65;4.27;200;3.404;-4.202;0.000;3.557
3;6.65;4.35;100;63.023;-3.865;0.000;177.116
1;6.70;4.09;100;59.612;-4.320;0.000;179.507
2;6.70;4.28;200;3.463;-4.199;0.000;3.561
3;6.70;4.36;100;62.962;-3.862;0.000;177.086
1;6.75;4.08;100;59.555;-4.319;0.000;179.516
2;6.75;4.29;200;3.523;-4.195;0.000;3.552
3;6.75;4.37;100;62.902;-3.858;0.000;177.059
1;6.80;4.08;100;59.498;-4.319;0.000;179.524
2;6.80;4.29;200;3.582;-4.191;0.000;3.543
3;6.80;4.38;100;62.841;-3.855;0.000;177.035
1;6.85;4.08;100;59.442;-4.318;0.000;179.531
2;6.85;4.30;200;3.642;-4.187;0.000;3.581
3;6.85;4.39;100;62.780;-3.852;0.000;177.013
1;6.90;4.08;100;59.385;-4.318;0.000;179.537
2;6.90;4.30;200;3.701;-4.184;0.000;3.600
3;6.90;4.39;100;62.719;-3.848;0.000;176.993
1;6.95;4.08;100;59.328;-4.317;0.000;179.542
2;6.95;4.31;200;3.761;-4.180;0.000;3.667
3;6.95;4.40;100;62.658;-3.845;0.000;176.975
4;6.95;0.00;100;63.239;-3.630;0.000;102.448
1;7.00;4.08;100;59.272;-4.317;0.000;179.546
2;7.00;4.31;200;3.821;-4.176;0.000;3.709
3;7.00;4.52;100;62.596;-3.842;0.000;177.161
4;7.00;1.02;100;63.244;-3.616;0.000;101.580
1;7.05;4.08;100;59.215;-4.317;0.000;179.550
2;7.05;4.31;200;3.881;-4.172;0.000;3.745
3;7.05;4.55;100;62.532;-3.839;0.000;177.224
4;7.05;0.73;100;63.190;-3.625;0.000;118.704
1;7.10;4.08;100;59.158;-4.316;0.000;179.578
2;7.10;4.31;200;3.940;-4.167;0.000;3.974
3;7.10;4.57;100;62.469;-3.839;0.000;177.861
4;7.10;0.90;100;63.146;-3.642;0.000;133.096
1;7.15;4.08;100;59.102;-4.316;0.000;179.595
2;7.15;4.30;200;4.000;-4.162;0.000;4.117
3;7.15;4.57;100;62.405;-3.838;0.000;178.233
4;7.15;1.16;100;63.109;-3.661;0.000;144.766
1;7.20;4.08;100;59.045;-4.316;0.000;179.609
2;7.20;4.30;200;4.059;-4.158;0.000;4.309
3;7.20;4.57;100;62.342;-3.837;0.000;178.537
4;7.20;1.45;100;63.076;-3.678;0.000;153.932
1;7.25;4.08;100;58.988;-4.315;0.000;179.622
2;7.25;4.30;200;4.119;-4.153;0.000;4.454
3;7.25;4.57;100;62.279;-3.837;0.000;178.796
4;7.25;1.74;100;63.044;-3.691;0.000;160.911
1;7.30;4.08;100;58.932;-4.315;0.000;179.633
2;7.30;4.29;200;4.178;-4.148;0.000;4.580
3;7.30;4.56;100;62.215;-3.836;0.000;179.019
4;7.30;2.02;100;63.012;-3.701;0.000;166.052
1;7.35;4.08;100;58.875;-4.315;0.000;179.643
2;7.35;4.29;200;4.238;-4.142;0.000;4.771
3;7.35;4.55;100;62.152;-3.836;0.000;179.211
4;7.35;2.28;100;62.979;-3.706;0.000;169.711
1;7.40;4.08;100;58.818;-4.314;0.000;179.651
2;7.40;4.29;200;4.297;-4.137;0.000;4.912
3;7.40;4.54;100;62.089;-3.836;0.000;179.378
4;7.40;2.52;100;62.943;-3.709;0.000;172.230
1;7.45;4.08;100;58.761;-4.314;0.000;179.658
2;7.45;4.29;200;4.356;-4.131;0.000;5.131
3;7.45;4.53;100;62.026;-3.835;0.000;179.522
4;7.45;2.74;100;62.905;-3.709;0.000;173.922
1;7.50;4.09;100;58.705;-4.314;0.000;179.665
2;7.50;4.29;200;4.415;-4.125;0.000;5.290
3;7.50;4.52;100;61.963;-3.835;0.000;179.648
4;7.50;2.93;100;62.864;-3.708;0.000;175.044
1;7.55;4.09;100;58.648;-4.313;0.000;179.670
2;7.55;4.29;200;4.475;-4.119;0.000;5.427
3;7.55;4.52;100;61.900;-3.836;0.000;179.757
4;7.55;3.11;100;62.820;-3.707;0.000;175.795
1;7.60;4.09;100;58.591;-4.313;0.000;179.642
2;7.60;4.28;200;4.534;-4.113;0.000;5.670
3;7.60;4.52;100;61.838;-3.836;0.000;180.016
4;7.60;3.27;100;62.775;-3.705;0.000;176.410
1;7.65;4.09;100;58.534;-4.312;0.000;179.627
2;7.65;4.28;200;4.593;-4.110;0.000;4.601
3;7.65;4.52;100;61.775;-3.837;0.000;180.197
4;7.65;3.42;100;62.728;-3.704;0.000;176.886
1;7.70;4.09;100;58.478;-4.312;0.000;179.614
2;7.70;4.27;200;4.652;-4.107;0.000;4.072
3;7.70;4.53;100;61.712;-3.838;0.000;180.353
4;7.70;3.54;100;62.678;-3.702;0.000;177.266
1;7.75;4.09;100;58.421;-4.312;0.000;179.603
2;7.75;4.27;200;4.712;-4.104;0.000;3.633
3;7.75;4.53;100;61.649;-3.839;0.000;180.489
4;7.75;3.66;100;62.628;-3.701;0.000;177.577
1;7.80;4.09;100;58.364;-4.311;0.000;179.592
2;7.80;4.27;200;4.771;-4.102;0.000;3.249
3;7.80;4.53;100;61.586;-3.840;0.000;180.608
4;7.80;3.76;100;62.575;-3.699;0.000;177.837
1;7.85;4.09;100;58.307;-4.311;0.000;179.583
2;7.85;4.27;200;4.830;-4.100;0.000;2.913
3;7.85;4.52;100;61.523;-3.841;0.000;180.712
4;7.85;3.85;100;62.522;-3.698;0.000;178.055
1;7.90;4.09;100;58.251;-4.310;0.000;179.576
2;7.90;4.27;200;4.889;-4.098;0.000;2.619
3;7.90;4.52;100;61.461;-3.842;0.000;180.803
4;7.90;3.93;100;62.467;-3.696;0.000;178.239
1;7.95;4.09;100;58.194;-4.310;0.000;179.569
2;7.95;4.26;200;4.949;-4.096;0.000;2.361
3;7.95;4.52;100;61.398;-3.843;0.000;180.883
4;7.95;4.00;100;62.412;-3.695;0.000;178.395
1;8.00;4.09;100;58.137;-4.309;0.000;179.562
2;8.00;4.26;200;5.008;-4.094;0.000;2.136
3;8.00;4.52;100;61.335;-3.845;0.000;180.954
4;8.00;4.06;100;62.355;-3.694;0.000;178.526
1;8.05;4.09;100;58.080;-4.309;0.000;179.557
2;8.05;4.26;200;5.067;-4.092;0.000;1.938
3;8.05;4.52;100;61.272;-3.846;0.000;181.015
4;8.05;4.12;100;62.298;-3.693;0.000;178.637
1;8.10;4.09;100;58.024;-4.309;0.000;179.573
2;8.10;4.27;200;5.126;-4.092;0.000;1.580
3;8.10;4.54;100;61.209;-3.845;0.000;180.425
4;8.10;4.23;100;62.239;-3.694;0.000;179.212
1;8.15;4.09;100;57.967;-4.308;0.000;179.581
2;8.15;4.27;200;5.186;-4.091;0.000;1.318
3;8.15;4.55;100;61.146;-3.844;0.000;180.085
4;8.15;4.30;100;62.180;-3.695;0.000;179.690
1;8.20;4.09;100;57.910;-4.308;0.000;179.588
2;8.20;4.27;200;5.245;-4.090;0.000;1.092
3;8.20;4.55;100;61.083;-3.843;0.000;179.797
4;8.20;4.37;100;62.119;-3.696;0.000;180.103
1;8.25;4.09;100;57.853;-4.307;0.000;179.594
2;8.25;4.27;200;5.304;-4.090;0.000;0.894
3;8.25;4.56;100;61.019;-3.841;0.000;179.545
4;8.25;4.43;100;62.057;-3.698;0.000;180.467
1;8.30;4.09;100;57.797;-4.307;0.000;179.599
2;8.30;4.28;200;5.364;-4.089;0.000;0.721
3;8.30;4.57;100;60.956;-3.840;0.000;179.324
4;8.30;4.47;100;61.995;-3.700;0.000;180.790
1;8.35;4.09;100;57.740;-4.307;0.000;179.603
2;8.35;4.28;200;5.423;-4.089;0.000;0.570
3;8.35;4.57;100;60.893;-3.838;0.000;179.129
4;8.35;4.52;100;61.933;-3.702;0.000;181.080
1;8.40;4.09;100;57.683;-4.306;0.000;179.607
2;8.40;4.28;200;5.483;-4.089;0.000;0.438
3;8.40;4.57;100;60.829;-3.837;0.000;178.958
4;8.40;4.56;100;61.869;-3.705;0.000;181.340
1;8.45;4.09;100;57.626;-4.306;0.000;179.610
2;8.45;4.28;200;5.542;-4.089;0.000;0.323
3;8.45;4.58;100;60.766;-3.835;0.000;178.808
4;8.45;4.59;100;61.806;-3.708;0.000;181.577
1;8.50;4.09;100;57.569;-4.306;0.000;179.613
2;8.50;4.28;200;5.601;-4.089;0.000;0.222
3;8.50;4.58;100;60.702;-3.833;0.000;178.675
4;8.50;4.62;100;61.742;-3.710;0.000;181.792
1;8.55;4.09;100;57.513;-4.305;0.000;179.615
2;8.55;4.28;200;5.661;-4.089;0.000;0.134
3;8.55;4.58;100;60.638;-3.831;0.000;178.558
4;8.55;4.64;100;61.677;-3.713;0.000;181.990
1;8.60;4.09;100;57.456;-4.305;0.000;179.619
2;8.60;4.28;200;5.720;-4.089;0.000;0.223
3;8.60;4.60;100;60.574;-3.832;0.000;179.060
4;8.60;4.66;100;61.612;-3.711;0.000;180.995
1;8.65;4.09;100;57.399;-4.304;0.000;179.621
2;8.65;4.28;200;5.780;-4.088;0.000;0.255
3;8.65;4.61;100;60.510;-3.832;0.000;179.333
4;8.65;4.68;100;61.547;-3.710;0.000;180.310
1;8.70;4.08;100;57.342;-4.304;0.000;179.623
2;8.70;4.28;200;5.839;-4.088;0.000;0.281
3;8.70;4.61;100;60.446;-3.832;0.000;179.562
4;8.70;4.69;100;61.482;-3.707;0.000;179.723
1;8.75;4.08;100;57.286;-4.304;0.000;179.625
2;8.75;4.28;200;5.899;-4.088;0.000;0.303
3;8.75;4.62;100;60.382;-3.832;0.000;179.762
4;8.75;4.71;100;61.417;-3.705;0.000;179.198
1;8.80;4.08;100;57.229;-4.303;0.000;179.626
2;8.80;4.28;200;5.958;-4.087;0.000;0.323
3;8.80;4.62;100;60.318;-3.833;0.000;179.936
4;8.80;4.72;100;61.351;-3.702;0.000;178.722
1;8.85;4.08;100;57.172;-4.303;0.000;179.628
2;8.85;4.28;200;6.018;-4.087;0.000;0.340
3;8.85;4.63;100;60.254;-3.833;0.000;180.089
4;8.85;4.73;100;61.286;-3.698;0.000;178.291
1;8.90;4.08;100;57.116;-4.303;0.000;179.629
2;8.90;4.28;200;6.077;-4.086;0.000;0.354
3;8.90;4.63;100;60.189;-3.834;0.000;180.223
4;8.90;4.75;100;61.220;-3.694;0.000;177.899
1;8.95;4.08;100;57.059;-4.302;0.000;179.629
2;8.95;4.28;200;6.137;-4.086;0.000;0.368
3;8.95;4.64;100;60.125;-3.834;0.000;180.340
4;8.95;4.76;100;61.154;-3.690;0.000;177.542
1;9.00;4.08;100;57.002;-4.302;0.000;179.630
2;9.00;4.28;200;6.196;-4.085;0.000;0.379
3;9.00;4.64;100;60.060;-3.835;0.000;180.444
4;9.00;4.76;100;61.088;-3.686;0.000;177.217
1;9.05;4.08;100;56.945;-4.302;0.000;179.630
2;9.05;4.28;200;6.256;-4.085;0.000;0.389
3;9.05;4.64;100;59.996;-3.836;0.000;180.534
4;9.05;4.77;100;61.022;-3.681;0.000;176.920
1;9.10;4.08;100;56.889;-4.301;0.000;179.619
2;9.10;4.28;200;6.315;-4.085;0.000;0.306
3;9.10;4.60;100;59.932;-3.836;0.000;180.361
4;9.10;4.67;100;60.957;-3.677;0.000;176.812
1;9.15;4.08;100;56.832;-4.301;0.000;179.612
2;9.15;4.28;200;6.375;-4.085;0.000;0.259
3;9.15;4.58;100;59.868;-3.836;0.000;180.279
4;9.15;4.61;100;60.893;-3.673;0.000;176.688
1;9.20;4.08;100;56.775;-4.300;0.000;179.606
2;9.20;4.28;200;6.434;-4.085;0.000;0.219
3;9.20;4.57;100;59.805;-3.836;0.000;180.210
4;9.20;4.56;100;60.830;-3.668;0.000;176.574
5;9.20;0.00;200;-0.076;-3.525;0.000;167.945
1;9.25;4.08;100;56.719;-4.300;0.000;179.601
2;9.25;4.28;200;6.494;-4.085;0.000;0.184
3;9.25;4.55;100;59.742;-3.836;0.000;180.150
4;9.25;4.51;100;60.767;-3.669;0.000;177.686
5;9.25;0.54;200;-0.083;-3.523;0.000;167.945
1;9.30;4.09;100;56.662;-4.299;0.000;179.597
2;9.30;4.28;200;6.553;-4.084;0.000;0.154
3;9.30;4.54;100;59.679;-3.836;0.000;180.096
4;9.30;4.47;100;60.705;-3.668;0.000;178.188
5;9.30;0.26;200;-0.075;-3.507;0.000;161.630
1;9.35;4.09;100;56.605;-4.299;0.000;179.593
2;9.35;4.28;200;6.612;-4.084;0.000;0.127
3;9.35;4.53;100;59.616;-3.836;0.000;180.049
4;9.35;4.44;100;60.643;-3.667;0.000;178.620
5;9.35;0.58;200;-0.056;-3.481;0.000;150.249
1;9.40;4.09;100;56.548;-4.299;0.000;179.589
2;9.40;4.28;200;6.672;-4.084;0.000;0.104
3;9.40;4.52;100;59.553;-3.836;0.000;180.008
4;9.40;4.41;100;60.582;-3.666;0.000;178.834
5;9.40;0.86;200;-0.009;-3.440;0.000;128.608
1;9.45;4.09;100;56.492;-4.298;0.000;179.586
2;9.45;4.28;200;6.731;-4.084;0.000;0.083
3;9.45;4.51;100;59.490;-3.836;0.000;179.972
4;9.45;4.39;100;60.521;-3.665;0.000;179.077
5;9.45;1.11;200;0.086;-3.408;0.000;93.813
1;9.50;4.09;100;56.435;-4.298;0.000;179.583
2;9.50;4.28;200;6.791;-4.084;0.000;0.066
3;9.50;4.50;100;59.428;-3.836;0.000;179.940
4;9.50;4.37;100;60.460;-3.665;0.000;179.307
5;9.50;1.33;200;0.190;-3.430;0.000;57.699
1;9.55;4.09;100;56.378;-4.297;0.000;179.580
2;9.55;4.28;200;6.850;-4.084;0.000;0.050
3;9.55;4.49;100;59.365;-3.835;0.000;179.911
4;9.55;4.35;100;60.400;-3.664;0.000;179.315
5;9.55;1.52;200;0.256;-3.475;0.000;31.465
1;9.60;4.09;100;56.321;-4.297;0.000;179.576
2;9.60;4.28;200;6.910;-4.084;0.000;0.068
3;9.60;4.51;100;59.303;-3.835;0.000;179.773
4;9.60;4.38;100;60.339;-3.665;0.000;179.856
5;9.60;1.70;200;0.295;-3.511;0.000;15.678
1;9.65;4.09;100;56.265;-4.297;0.000;179.573
2;9.65;4.28;200;6.969;-4.084;0.000;0.076
3;9.65;4.51;100;59.240;-3.834;0.000;179.682
