
$PEDESTRIAN:NO;SIMSEC;SPEED;PEDTYPE;COORDFRONTX;COORDFRONTY;COORDFRONTZ;ORIENTATIONANGLE
18;38.70;3.81;100;10.207;-2.788;0.000;0.695
19;38.70;3.74;200;11.739;-4.103;0.000;359.888
20;38.70;4.02;100;9.404;-3.005;0.000;356.606
21;38.70;2.89;200;62.494;-4.304;0.000;174.027
22;38.70;3.79;200;7.638;-3.916;0.000;354.285
23;38.70;3.72;200;61.292;-5.291;0.000;177.323
24;38.70;2.35;200;63.227;-5.147;0.000;187.684
25;38.70;2.49;200;3.157;-1.469;0.000;323.562
1;38.75;4.01;100;23.349;-4.736;0.000;181.415
2;38.75;4.37;200;41.751;-3.487;0.000;0.945
3;38.75;4.77;100;22.679;-2.906;0.000;172.302
4;38.75;4.59;100;23.832;-2.889;0.000;175.507
5;38.75;2.89;200;21.725;-4.094;0.000;3.190
6;38.75;3.81;100;24.087;-4.680;0.000;176.574
7;38.75;5.54;100;41.487;-4.325;0.000;351.900
8;38.75;4.79;100;26.361;-4.670;0.000;172.961
9;38.75;4.08;100;27.766;-3.630;0.000;0.886
10;38.75;5.26;100;34.592;-3.621;0.000;0.210
11;38.75;2.60;200;48.015;-3.678;0.000;180.000
12;38.75;5.73;100;31.638;-4.676;0.000;178.875
13;38.75;5.63;100;27.627;-2.902;0.000;346.000
14;38.75;3.29;200;19.838;-4.052;0.000;0.907
15;38.75;3.00;200;54.021;-4.584;0.000;180.274
16;38.75;3.53;200;17.069;-4.142;0.000;359.525
17;38.75;3.55;200;50.521;-3.738;0.000;180.193
18;38.75;3.80;100;10.260;-2.787;0.000;0.738
19;38.75;3.73;200;11.791;-4.103;0.000;359.912
20;38.75;4.03;100;9.460;-3.010;0.000;356.282
21;38.75;2.88;200;62.455;-4.300;0.000;174.272
22;38.75;3.80;200;7.690;-3.921;0.000;354.247
23;38.75;3.71;200;61.240;-5.288;0.000;177.139
24;38.75;2.39;200;63.194;-5.152;0.000;187.479
25;38.75;2.70;200;3.197;-1.477;0.000;327.617
1;38.80;4.00;100;23.293;-4.735;0.000;180.702
2;38.80;4.36;200;41.811;-3.486;0.000;0.948
3;38.80;4.76;100;22.613;-2.903;0.000;173.702
4;38.80;4.58;100;23.768;-2.885;0.000;175.901
5;38.80;2.91;200;21.766;-4.092;0.000;3.129
6;38.80;3.79;100;24.034;-4.681;0.000;176.950
7;38.80;5.57;100;41.564;-4.335;0.000;352.188
8;38.80;4.80;100;26.295;-4.659;0.000;172.374
9;38.80;4.08;100;27.822;-3.629;0.000;0.808
10;38.80;5.26;100;34.665;-3.621;0.000;0.143
11;38.80;2.60;200;47.979;-3.678;0.000;180.000
12;38.80;5.73;100;31.559;-4.677;0.000;179.480
13;38.80;5.63;100;27.704;-2.917;0.000;346.956
14;38.80;3.27;200;19.883;-4.050;0.000;1.130
15;38.80;3.00;200;53.979;-4.585;0.000;180.275
16;38.80;3.53;200;17.118;-4.142;0.000;359.553
17;38.80;3.55;200;50.472;-3.738;0.000;180.240
18;38.80;3.80;100;10.313;-2.786;0.000;0.779
19;38.80;3.73;200;11.843;-4.103;0.000;359.934
20;38.80;4.03;100;9.516;-3.016;0.000;355.975
21;38.80;2.87;200;62.415;-4.297;0.000;174.496
22;38.80;3.80;200;7.742;-3.927;0.000;354.214
23;38.80;3.70;200;61.189;-5.285;0.000;176.974
24;38.80;2.43;200;63.160;-5.156;0.000;187.296
25;38.80;2.88;200;3.235;-1.491;0.000;329.671
1;38.85;3.99;100;23.238;-4.733;0.000;180.103
2;38.85;4.36;200;41.872;-3.485;0.000;0.947
3;38.85;4.76;100;22.547;-2.898;0.000;174.416
4;38.85;4.58;100;23.705;-2.881;0.000;176.243
5;38.85;2.93;200;21.806;-4.088;0.000;3.482
6;38.85;3.78;100;23.982;-4.683;0.000;177.393
7;38.85;5.59;100;41.641;-4.345;0.000;352.453
8;38.85;4.81;100;26.229;-4.649;0.000;172.042
9;38.85;4.07;100;27.879;-3.629;0.000;0.646
10;38.85;5.26;100;34.738;-3.621;0.000;0.084
11;38.85;2.60;200;47.943;-3.678;0.000;180.000
12;38.85;5.74;100;31.479;-4.680;0.000;180.121
13;38.85;5.62;100;27.781;-2.930;0.000;347.996
14;38.85;3.25;200;19.929;-4.048;0.000;1.515
15;38.85;3.00;200;53.938;-4.585;0.000;180.275
16;38.85;3.54;200;17.167;-4.143;0.000;359.576
17;38.85;3.55;200;50.423;-3.739;0.000;180.281
18;38.85;3.79;100;10.365;-2.785;0.000;0.818
19;38.85;3.73;200;11.895;-4.103;0.000;359.952
20;38.85;4.03;100;9.572;-3.021;0.000;355.687
21;38.85;2.87;200;62.375;-4.294;0.000;174.702
22;38.85;3.80;200;7.795;-3.933;0.000;354.186
23;38.85;3.70;200;61.138;-5.281;0.000;176.829
24;38.85;2.47;200;63.126;-5.161;0.000;187.133
25;38.85;3.04;200;3.274;-1.509;0.000;330.669
1;38.90;3.98;100;23.182;-4.732;0.000;179.594
2;38.90;4.36;200;41.932;-3.484;0.000;0.947
3;38.90;4.76;100;22.481;-2.894;0.000;175.005
4;38.90;4.58;100;23.641;-2.877;0.000;176.527
5;38.90;2.95;200;21.847;-4.084;0.000;4.071
6;38.90;3.77;100;23.929;-4.685;0.000;177.829
7;38.90;5.62;100;41.718;-4.354;0.000;352.699
8;38.90;4.81;100;26.163;-4.639;0.000;171.910
9;38.90;4.07;100;27.935;-3.629;0.000;0.412
10;38.90;5.25;100;34.811;-3.621;0.000;0.033
11;38.90;2.60;200;47.907;-3.678;0.000;180.000
12;38.90;5.74;100;31.399;-4.683;0.000;180.696
13;38.90;5.61;100;27.858;-2.942;0.000;348.997
14;38.90;3.24;200;19.974;-4.045;0.000;1.816
15;38.90;3.00;200;53.896;-4.585;0.000;180.274
16;38.90;3.54;200;17.217;-4.143;0.000;359.593
17;38.90;3.54;200;50.373;-3.739;0.000;180.318
18;38.90;3.79;100;10.418;-2.784;0.000;0.849
19;38.90;3.73;200;11.947;-4.103;0.000;359.969
20;38.90;4.03;100;9.627;-3.027;0.000;355.412
21;38.90;2.86;200;62.335;-4.290;0.000;174.890
22;38.90;3.80;200;7.847;-3.939;0.000;354.162
23;38.90;3.69;200;61.086;-5.278;0.000;176.703
24;38.90;2.50;200;63.092;-5.165;0.000;186.988
25;38.90;3.17;200;3.312;-1.530;0.000;330.847
1;38.95;3.97;100;23.127;-4.730;0.000;179.155
2;38.95;4.35;200;41.993;-3.483;0.000;0.943
3;38.95;4.76;100;22.415;-2.890;0.000;175.512
4;38.95;4.58;100;23.578;-2.873;0.000;176.758
5;38.95;2.98;200;21.888;-4.078;0.000;4.837
6;38.95;3.77;100;23.877;-4.687;0.000;178.225
7;38.95;5.64;100;41.796;-4.363;0.000;352.929
8;38.95;4.81;100;26.097;-4.630;0.000;171.934
9;38.95;4.06;100;27.992;-3.630;0.000;0.114
10;38.95;5.25;100;34.884;-3.621;0.000;359.987
11;38.95;2.60;200;47.871;-3.678;0.000;180.000
12;38.95;5.74;100;31.319;-4.686;0.000;181.153
13;38.95;5.61;100;27.935;-2.952;0.000;349.909
14;38.95;3.23;200;20.018;-4.043;0.000;2.023
15;38.95;3.00;200;53.854;-4.585;0.000;180.273
16;38.95;3.54;200;17.266;-4.143;0.000;359.605
17;38.95;3.54;200;50.324;-3.740;0.000;180.351
18;38.95;3.79;100;10.471;-2.783;0.000;0.880
19;38.95;3.73;200;11.999;-4.103;0.000;359.983
20;38.95;4.04;100;9.683;-3.033;0.000;355.153
21;38.95;2.86;200;62.296;-4.287;0.000;175.062
22;38.95;3.80;200;7.900;-3.944;0.000;354.141
23;38.95;3.69;200;61.035;-5.275;0.000;176.589
24;38.95;2.52;200;63.057;-5.170;0.000;186.858
25;38.95;3.29;200;3.354;-1.550;0.000;331.572
1;39.00;3.96;100;23.072;-4.728;0.000;178.757
2;39.00;4.35;200;42.053;-3.482;0.000;0.939
3;39.00;4.77;100;22.349;-2.886;0.000;175.950
4;39.00;4.59;100;23.514;-2.870;0.000;176.946
5;39.00;3.00;200;21.929;-4.072;0.000;5.736
6;39.00;3.76;100;23.825;-4.690;0.000;178.553
7;39.00;5.67;100;41.874;-4.372;0.000;353.144
8;39.00;4.81;100;26.031;-4.622;0.000;172.095
9;39.00;4.06;100;28.048;-3.631;0.000;359.763
10;39.00;5.25;100;34.957;-3.621;0.000;359.947
11;39.00;2.60;200;47.835;-3.678;0.000;180.000
12;39.00;5.75;100;31.240;-4.689;0.000;181.547
13;39.00;5.60;100;28.012;-2.962;0.000;350.763
14;39.00;3.23;200;20.063;-4.041;0.000;2.167
15;39.00;3.00;200;53.812;-4.586;0.000;180.272
16;39.00;3.54;200;17.315;-4.144;0.000;359.614
17;39.00;3.54;200;50.275;-3.740;0.000;180.380
18;39.00;3.79;100;10.523;-2.782;0.000;0.906
19;39.00;3.73;200;12.051;-4.103;0.000;359.996
20;39.00;4.04;100;9.739;-3.040;0.000;354.905
21;39.00;2.86;200;62.256;-4.284;0.000;175.220
22;39.00;3.80;200;7.952;-3.950;0.000;354.124
23;39.00;3.69;200;60.984;-5.271;0.000;176.489
24;39.00;2.55;200;63.022;-5.174;0.000;186.743
25;39.00;3.40;200;3.396;-1.571;0.000;331.990
1;39.05;3.96;100;23.017;-4.726;0.000;178.425
2;39.05;4.34;200;42.113;-3.481;0.000;0.935
3;39.05;4.78;100;22.282;-2.883;0.000;176.329
4;39.05;4.60;100;23.450;-2.866;0.000;177.096
5;39.05;3.03;200;21.971;-4.065;0.000;6.558
6;39.05;3.76;100;23.773;-4.693;0.000;178.856
7;39.05;5.69;100;41.953;-4.381;0.000;353.347
8;39.05;4.81;100;25.965;-4.614;0.000;172.276
9;39.05;4.05;100;28.105;-3.633;0.000;359.369
10;39.05;5.25;100;35.030;-3.621;0.000;359.912
11;39.05;2.60;200;47.799;-3.678;0.000;180.000
12;39.05;5.75;100;31.160;-4.693;0.000;181.876
13;39.05;5.62;100;28.091;-2.964;0.000;353.281
14;39.05;3.23;200;20.108;-4.039;0.000;2.261
15;39.05;3.00;200;53.771;-4.586;0.000;180.270
16;39.05;3.54;200;17.364;-4.144;0.000;359.619
17;39.05;3.54;200;50.226;-3.740;0.000;180.406
18;39.05;3.78;100;10.576;-2.781;0.000;0.932
19;39.05;3.73;200;12.102;-4.103;0.000;0.007
20;39.05;4.04;100;9.795;-3.046;0.000;354.668
21;39.05;2.85;200;62.217;-4.281;0.000;175.366
22;39.05;3.80;200;8.005;-3.956;0.000;354.110
23;39.05;3.68;200;60.933;-5.268;0.000;176.402
24;39.05;2.57;200;62.987;-5.179;0.000;186.641
25;39.05;3.49;200;3.439;-1.592;0.000;332.281
1;39.10;3.95;100;22.963;-4.724;0.000;178.114
2;39.10;4.34;200;42.174;-3.480;0.000;0.926
3;39.10;4.79;100;22.216;-2.880;0.000;176.657
4;39.10;4.63;100;23.386;-2.863;0.000;177.253
5;39.10;3.04;200;22.013;-4.058;0.000;7.181
6;39.10;3.87;100;23.719;-4.694;0.000;178.678
7;39.10;5.65;100;42.031;-4.390;0.000;353.475
8;39.10;4.75;100;25.899;-4.606;0.000;172.416
9;39.10;4.05;100;28.161;-3.635;0.000;358.959
10;39.10;5.25;100;35.102;-3.622;0.000;359.881
11;39.10;2.60;200;47.762;-3.678;0.000;180.000
12;39.10;5.75;100;31.080;-4.697;0.000;182.156
13;39.10;5.65;100;28.170;-2.967;0.000;354.583
14;39.10;3.27;200;20.153;-4.036;0.000;2.411
15;39.10;3.02;200;53.729;-4.586;0.000;180.406
16;39.10;3.52;200;17.413;-4.145;0.000;359.531
17;39.10;3.54;200;50.177;-3.741;0.000;180.512
18;39.10;3.79;100;10.628;-2.781;0.000;0.841
19;39.10;3.73;200;12.154;-4.103;0.000;0.019
20;39.10;4.06;100;9.851;-3.054;0.000;354.182
21;39.10;2.87;200;62.177;-4.279;0.000;175.645
22;39.10;3.74;200;8.056;-3.959;0.000;354.606
23;39.10;3.70;200;60.882;-5.265;0.000;176.598
24;39.10;2.58;200;62.951;-5.184;0.000;187.007
25;39.10;3.55;200;3.482;-1.618;0.000;331.709
1;39.15;3.95;100;22.908;-4.721;0.000;177.868
2;39.15;4.33;200;42.234;-3.479;0.000;0.916
3;39.15;4.80;100;22.149;-2.877;0.000;176.943
4;39.15;4.66;100;23.322;-2.859;0.000;177.370
5;39.15;3.07;200;22.055;-4.051;0.000;7.718
6;39.15;3.94;100;23.664;-4.694;0.000;178.506
7;39.15;5.63;100;42.109;-4.398;0.000;353.621
8;39.15;4.72;100;25.834;-4.598;0.000;172.530
9;39.15;4.04;100;28.217;-3.638;0.000;358.544
10;39.15;5.25;100;35.175;-3.622;0.000;359.854
11;39.15;2.60;200;47.726;-3.678;0.000;180.000
12;39.15;5.76;100;31.000;-4.701;0.000;182.386
13;39.15;5.67;100;28.248;-2.969;0.000;355.771
14;39.15;3.29;200;20.199;-4.034;0.000;2.513
15;39.15;3.04;200;53.687;-4.587;0.000;180.491
16;39.15;3.51;200;17.462;-4.145;0.000;359.471
17;39.15;3.53;200;50.128;-3.742;0.000;180.589
18;39.15;3.79;100;10.681;-2.780;0.000;0.793
19;39.15;3.73;200;12.206;-4.103;0.000;0.029
20;39.15;4.07;100;9.906;-3.062;0.000;353.756
21;39.15;2.87;200;62.137;-4.277;0.000;175.864
22;39.15;3.70;200;8.108;-3.963;0.000;354.960
23;39.15;3.71;200;60.831;-5.263;0.000;176.693
24;39.15;2.59;200;62.916;-5.190;0.000;187.274
25;39.15;3.61;200;3.525;-1.643;0.000;331.352
1;39.20;3.97;100;22.852;-4.725;0.000;179.357
2;39.20;4.33;200;42.294;-3.478;0.000;0.902
3;39.20;4.82;100;22.082;-2.874;0.000;177.197
4;39.20;4.68;100;23.257;-2.856;0.000;177.461
5;39.20;3.09;200;22.097;-4.043;0.000;8.198
6;39.20;3.99;100;23.609;-4.694;0.000;178.359
7;39.20;5.62;100;42.186;-4.406;0.000;353.766
8;39.20;4.70;100;25.769;-4.590;0.000;172.613
9;39.20;3.98;100;28.272;-3.645;0.000;357.219
10;39.20;5.25;100;35.248;-3.622;0.000;359.830
11;39.20;2.60;200;47.690;-3.678;0.000;180.000
12;39.20;5.76;100;30.920;-4.706;0.000;182.587
13;39.20;5.69;100;28.328;-2.971;0.000;356.795
14;39.20;3.32;200;20.245;-4.031;0.000;2.585
15;39.20;3.05;200;53.644;-4.588;0.000;180.561
16;39.20;3.50;200;17.510;-4.146;0.000;359.419
17;39.20;3.53;200;50.079;-3.743;0.000;180.655
18;39.20;3.79;100;10.734;-2.780;0.000;0.757
19;39.20;3.73;200;12.258;-4.103;0.000;0.038
20;39.20;4.08;100;9.963;-3.071;0.000;353.366
21;39.20;2.88;200;62.097;-4.274;0.000;176.058
22;39.20;3.68;200;8.159;-3.967;0.000;355.268
23;39.20;3.71;200;60.779;-5.260;0.000;176.772
24;39.20;2.60;200;62.880;-5.196;0.000;187.492
25;39.20;3.66;200;3.569;-1.668;0.000;331.075
1;39.25;3.99;100;22.797;-4.728;0.000;180.075
2;39.25;4.32;200;42.354;-3.477;0.000;0.886
3;39.25;4.83;100;22.015;-2.871;0.000;177.427
4;39.25;4.70;100;23.192;-2.853;0.000;177.536
5;39.25;3.11;200;22.140;-4.035;0.000;8.646
6;39.25;4.04;100;23.553;-4.694;0.000;178.181
7;39.25;5.61;100;42.264;-4.414;0.000;353.909
8;39.25;4.67;100;25.705;-4.582;0.000;172.679
9;39.25;3.95;100;28.326;-3.651;0.000;356.275
10;39.25;5.25;100;35.321;-3.622;0.000;359.809
11;39.25;2.60;200;47.654;-3.678;0.000;180.000
12;39.25;5.77;100;30.840;-4.710;0.000;182.752
13;39.25;5.67;100;28.406;-2.974;0.000;356.993
14;39.25;3.34;200;20.291;-4.029;0.000;2.621
15;39.25;3.06;200;53.602;-4.588;0.000;180.622
16;39.25;3.49;200;17.559;-4.146;0.000;359.373
17;39.25;3.53;200;50.030;-3.743;0.000;180.713
18;39.25;3.80;100;10.786;-2.779;0.000;0.730
19;39.25;3.73;200;12.310;-4.103;0.000;0.046
20;39.25;4.09;100;10.019;-3.080;0.000;353.006
21;39.25;2.89;200;62.057;-4.272;0.000;176.232
22;39.25;3.65;200;8.209;-3.970;0.000;355.547
23;39.25;3.72;200;60.727;-5.257;0.000;176.838
24;39.25;2.61;200;62.844;-5.202;0.000;187.674
25;39.25;3.71;200;3.615;-1.693;0.000;331.183
1;39.30;4.00;100;22.742;-4.731;0.000;180.712
2;39.30;4.32;200;42.414;-3.476;0.000;0.868
3;39.30;4.85;100;21.948;-2.868;0.000;177.536
4;39.30;4.72;100;23.126;-2.850;0.000;177.597
5;39.30;3.13;200;22.182;-4.027;0.000;9.096
6;39.30;4.09;100;23.496;-4.694;0.000;178.015
7;39.30;5.61;100;42.341;-4.422;0.000;354.050
8;39.30;4.66;100;25.640;-4.574;0.000;172.717
9;39.30;3.91;100;28.380;-3.658;0.000;355.454
10;39.30;5.25;100;35.394;-3.623;0.000;359.791
11;39.30;2.60;200;47.618;-3.678;0.000;180.000
12;39.30;5.77;100;30.760;-4.715;0.000;182.903
13;39.30;5.67;100;28.485;-2.977;0.000;357.311
14;39.30;3.37;200;20.338;-4.027;0.000;2.634
15;39.30;3.06;200;53.559;-4.589;0.000;180.675
16;39.30;3.48;200;17.607;-4.148;0.000;359.196
17;39.30;3.53;200;49.981;-3.744;0.000;180.766
18;39.30;3.80;100;10.839;-2.778;0.000;0.706
19;39.30;3.73;200;12.361;-4.103;0.000;0.053
20;39.30;4.10;100;10.075;-3.089;0.000;352.669
21;39.30;2.89;200;62.017;-4.270;0.000;176.390
22;39.30;3.63;200;8.259;-3.973;0.000;355.801
23;39.30;3.72;200;60.676;-5.255;0.000;176.896
24;39.30;2.62;200;62.808;-5.208;0.000;187.743
25;39.30;3.75;200;3.660;-1.718;0.000;331.171
1;39.35;4.00;100;22.686;-4.734;0.000;181.317
2;39.35;4.32;200;42.474;-3.475;0.000;0.845
3;39.35;4.87;100;21.880;-2.865;0.000;177.528
4;39.35;4.74;100;23.060;-2.847;0.000;177.646
5;39.35;3.16;200;22.225;-4.019;0.000;9.581
6;39.35;4.13;100;23.439;-4.693;0.000;177.853
7;39.35;5.60;100;42.419;-4.430;0.000;354.189
8;39.35;4.64;100;25.577;-4.567;0.000;172.745
9;39.35;3.88;100;28.434;-3.665;0.000;354.746
10;39.35;5.25;100;35.467;-3.623;0.000;359.774
11;39.35;2.60;200;47.582;-3.678;0.000;180.000
12;39.35;5.78;100;30.680;-4.720;0.000;183.025
13;39.35;5.67;100;28.564;-2.979;0.000;357.549
14;39.35;3.39;200;20.385;-4.024;0.000;2.629
15;39.35;3.07;200;53.517;-4.590;0.000;180.721
16;39.35;3.47;200;17.655;-4.149;0.000;358.872
17;39.35;3.53;200;49.932;-3.745;0.000;180.813
18;39.35;3.80;100;10.892;-2.778;0.000;0.690
19;39.35;3.73;200;12.413;-4.102;0.000;0.058
20;39.35;4.10;100;10.131;-3.098;0.000;352.355
21;39.35;2.89;200;61.977;-4.268;0.000;176.582
22;39.35;3.61;200;8.310;-3.976;0.000;356.033
23;39.35;3.73;200;60.624;-5.252;0.000;176.947
24;39.35;2.63;200;62.772;-5.213;0.000;187.823
25;39.35;3.78;200;3.706;-1.744;0.000;331.144
1;39.40;3.98;100;22.631;-4.732;0.000;180.254
2;39.40;4.31;200;42.534;-3.475;0.000;0.820
3;39.40;4.83;100;21.813;-2.864;0.000;177.993
4;39.40;4.77;100;22.994;-2.843;0.000;177.687
5;39.40;3.18;200;22.269;-4.009;0.000;10.131
6;39.40;4.16;100;23.381;-4.692;0.000;177.658
7;39.40;5.58;100;42.496;-4.434;0.000;354.982
8;39.40;4.63;100;25.513;-4.559;0.000;172.762
9;39.40;3.85;100;28.487;-3.672;0.000;354.154
10;39.40;5.25;100;35.540;-3.623;0.000;359.760
11;39.40;2.60;200;47.546;-3.678;0.000;180.000
12;39.40;5.78;100;30.600;-4.725;0.000;183.137
13;39.40;5.67;100;28.642;-2.982;0.000;357.707
14;39.40;3.41;200;20.432;-4.022;0.000;2.612
15;39.40;3.08;200;53.474;-4.590;0.000;180.760
16;39.40;3.46;200;17.704;-4.152;0.000;358.435
17;39.40;3.53;200;49.883;-3.746;0.000;180.855
18;39.40;3.80;100;10.945;-2.777;0.000;0.680
19;39.40;3.73;200;12.465;-4.102;0.000;0.064
20;39.40;4.11;100;10.187;-3.108;0.000;352.062
21;39.40;2.90;200;61.937;-4.266;0.000;176.740
22;39.40;3.59;200;8.359;-3.979;0.000;356.244
23;39.40;3.73;200;60.572;-5.249;0.000;176.988
24;39.40;2.64;200;62.736;-5.219;0.000;187.891
25;39.40;3.82;200;3.752;-1.770;0.000;330.819
1;39.45;3.96;100;22.576;-4.731;0.000;179.986
2;39.45;4.31;200;42.594;-3.474;0.000;0.793
3;39.45;4.82;100;21.747;-2.862;0.000;178.134
4;39.45;4.79;100;22.928;-2.840;0.000;177.707
5;39.45;3.21;200;22.312;-3.999;0.000;10.773
6;39.45;4.19;100;23.323;-4.691;0.000;177.503
7;39.45;5.56;100;42.573;-4.439;0.000;355.507
8;39.45;4.62;100;25.449;-4.551;0.000;172.760
9;39.45;3.83;100;28.540;-3.680;0.000;353.680
10;39.45;5.25;100;35.613;-3.624;0.000;359.747
11;39.45;2.60;200;47.509;-3.678;0.000;180.000
12;39.45;5.79;100;30.520;-4.730;0.000;183.224
13;39.45;5.68;100;28.721;-2.984;0.000;357.785
14;39.45;3.44;200;20.480;-4.020;0.000;2.594
15;39.45;3.08;200;53.431;-4.591;0.000;180.792
16;39.45;3.45;200;17.751;-4.155;0.000;357.900
17;39.45;3.52;200;49.834;-3.747;0.000;180.893
18;39.45;3.80;100;10.998;-2.782;0.000;359.223
19;39.45;3.73;200;12.517;-4.102;0.000;0.068
20;39.45;4.12;100;10.244;-3.117;0.000;351.865
21;39.45;2.90;200;61.897;-4.264;0.000;176.882
22;39.45;3.58;200;8.409;-3.982;0.000;356.436
23;39.45;3.74;200;60.520;-5.247;0.000;177.025
24;39.45;2.64;200;62.700;-5.225;0.000;187.948
25;39.45;3.84;200;3.798;-1.797;0.000;330.633
1;39.50;3.95;100;22.521;-4.731;0.000;179.917
2;39.50;4.30;200;42.653;-3.473;0.000;0.766
3;39.50;4.81;100;21.680;-2.860;0.000;178.173
4;39.50;4.81;100;22.861;-2.837;0.000;177.715
5;39.50;3.20;200;22.355;-3.985;0.000;12.400
6;39.50;4.21;100;23.264;-4.689;0.000;177.340
7;39.50;5.55;100;42.650;-4.443;0.000;355.966
8;39.50;4.61;100;25.385;-4.550;0.000;174.477
9;39.50;3.80;100;28.592;-3.687;0.000;353.346
10;39.50;5.25;100;35.686;-3.624;0.000;359.736
11;39.50;2.60;200;47.473;-3.678;0.000;180.000
12;39.50;5.80;100;30.439;-4.735;0.000;183.305
13;39.50;5.69;100;28.800;-2.987;0.000;357.797
14;39.50;3.46;200;20.528;-4.018;0.000;2.571
15;39.50;3.09;200;53.388;-4.592;0.000;180.821
16;39.50;3.45;200;17.799;-4.159;0.000;357.309
17;39.50;3.52;200;49.785;-3.748;0.000;180.927
18;39.50;3.80;100;11.050;-2.780;0.000;359.875
19;39.50;3.73;200;12.568;-4.102;0.000;0.072
20;39.50;4.13;100;10.300;-3.127;0.000;351.658
21;39.50;2.90;200;61.856;-4.262;0.000;177.012
22;39.50;3.57;200;8.458;-3.985;0.000;356.614
23;39.50;3.74;200;60.469;-5.244;0.000;177.057
24;39.50;2.65;200;62.664;-5.231;0.000;187.994
25;39.50;3.87;200;3.845;-1.824;0.000;330.483
26;39.50;0.00;100;65.602;-5.014;0.000;92.431
1;39.55;3.94;100;22.466;-4.732;0.000;179.965
2;39.55;4.30;200;42.713;-3.472;0.000;0.739
3;39.55;4.80;100;21.613;-2.858;0.000;178.260
4;39.55;4.83;100;22.794;-2.834;0.000;177.713
5;39.55;3.21;200;22.397;-3.971;0.000;13.677
6;39.55;4.23;100;23.206;-4.688;0.000;177.206
7;39.55;5.54;100;42.727;-4.447;0.000;356.377
8;39.55;4.60;100;25.321;-4.549;0.000;175.480
9;39.55;3.78;100;28.644;-3.694;0.000;353.126
10;39.55;5.25;100;35.758;-3.625;0.000;359.726
11;39.55;2.60;200;47.437;-3.678;0.000;180.000
12;39.55;5.81;100;30.359;-4.740;0.000;183.364
13;39.55;5.70;100;28.879;-2.990;0.000;357.745
14;39.55;3.48;200;20.576;-4.016;0.000;2.536
15;39.55;3.09;200;53.345;-4.593;0.000;180.845
16;39.55;3.44;200;17.847;-4.163;0.000;356.828
17;39.55;3.52;200;49.736;-3.749;0.000;180.957
18;39.55;3.80;100;11.103;-2.780;0.000;0.002
19;39.55;3.73;200;12.620;-4.102;0.000;0.075
20;39.55;4.14;100;10.357;-3.137;0.000;351.453
21;39.55;2.91;200;61.816;-4.260;0.000;177.130
22;39.55;3.55;200;8.508;-3.987;0.000;356.776
23;39.55;3.74;200;60.417;-5.242;0.000;177.082
24;39.55;2.66;200;62.627;-5.237;0.000;188.030
25;39.55;3.89;200;3.893;-1.849;0.000;331.016
26;39.55;1.02;100;65.601;-5.000;0.000;92.431
1;39.60;3.94;100;22.412;-4.733;0.000;180.253
2;39.60;4.30;200;42.773;-3.472;0.000;0.710
3;39.60;4.79;100;21.547;-2.856;0.000;178.351
4;39.60;4.86;100;22.727;-2.830;0.000;177.422
5;39.60;3.23;200;22.440;-3.956;0.000;14.988
6;39.60;4.22;100;23.147;-4.689;0.000;177.783
7;39.60;5.57;100;42.804;-4.451;0.000;356.543
8;39.60;4.62;100;25.256;-4.548;0.000;176.530
9;39.60;3.75;100;28.696;-3.701;0.000;353.025
10;39.60;5.25;100;35.831;-3.625;0.000;359.717
11;39.60;2.60;200;47.401;-3.678;0.000;180.000
12;39.60;5.79;100;30.278;-4.739;0.000;182.023
13;39.60;5.71;100;28.959;-2.992;0.000;357.896
14;39.60;3.50;200;20.625;-4.015;0.000;2.259
15;39.60;3.08;200;53.303;-4.592;0.000;180.485
16;39.60;3.45;200;17.895;-4.166;0.000;356.631
17;39.60;3.51;200;49.687;-3.750;0.000;181.021
18;39.60;3.79;100;11.156;-2.778;0.000;0.287
19;39.60;3.73;200;12.672;-4.102;0.000;0.059
20;39.60;4.09;100;10.413;-3.146;0.000;351.475
21;39.60;2.89;200;61.776;-4.258;0.000;177.158
22;39.60;3.54;200;8.557;-3.990;0.000;356.870
23;39.60;3.72;200;60.365;-5.240;0.000;177.272
24;39.60;2.64;200;62.591;-5.243;0.000;188.207
25;39.60;3.98;200;3.941;-1.875;0.000;331.163
26;39.60;1.23;100;65.536;-5.000;0.000;110.874
1;39.65;3.94;100;22.357;-4.736;0.000;180.796
2;39.65;4.29;200;42.832;-3.470;0.000;0.986
3;39.65;4.79;100;21.480;-2.854;0.000;178.440
4;39.65;4.89;100;22.659;-2.825;0.000;177.225
5;39.65;3.26;200;22.482;-3.941;0.000;16.104
6;39.65;4.21;100;23.088;-4.691;0.000;178.273
7;39.65;5.58;100;42.882;-4.455;0.000;356.700
8;39.65;4.64;100;25.192;-4.548;0.000;177.380
9;39.65;3.73;100;28.747;-3.707;0.000;353.078
10;39.65;5.25;100;35.904;-3.625;0.000;359.709
11;39.65;2.60;200;47.365;-3.679;0.000;180.395
12;39.65;5.79;100;30.198;-4.739;0.000;181.317
13;39.65;5.73;100;29.038;-2.995;0.000;357.900
14;39.65;3.52;200;20.674;-4.013;0.000;2.073
15;39.65;3.08;200;53.260;-4.592;0.000;180.272
16;39.65;3.45;200;17.943;-4.169;0.000;356.703
17;39.65;3.51;200;49.638;-3.751;0.000;181.071
18;39.65;3.79;100;11.208;-2.777;0.000;0.485
19;39.65;3.73;200;12.724;-4.102;0.000;0.050
